source,degree,university_name,ccaa,sector_hint,modality_hint,fetch_ts,url
educaweb,primaria,Universidad Europea Miguel de Cervantes,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Francisco de Vitoria,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Las Palmas Gran Canaria,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Loyola,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Pontificia Comillas,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Rey Juan Carlos,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Villanueva,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidade da Coruña,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidade de Vigo,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universitat Autònoma de Barcelona,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universitat CEU Abat Oliba,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universitat de Barcelona,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universitat de Girona,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universitat de les Illes Balears,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universitat de Lleida,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universitat de Vic,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universitat Internacional de Catalunya,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universitat Rovira i Virgili,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad San Jorge,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad CEU San Pablo,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
